steps,scenario,sr,cs,cd_mean,cd_std,speed,safety_score
750000,emptyTown02,1.0,0.0,0.06318611898268185,0.06085445309666311,23.630518353439143,97.52
410000,emptyTown02,1.0,0.0,0.06131856893380949,0.06334919025954844,23.406520255484253,97.51
250000,emptyTown02,1.0,0.0,0.07539150517407775,0.06799065246057974,23.824615759910234,97.13
60000,emptyTown02,1.0,0.0,0.47391497172091607,0.5638923660233293,18.531338972322317,79.24
400000,emptyTown02,1.0,0.0,0.04752597047129228,0.04805978694468958,23.403109110785767,98.09
690000,emptyTown02,1.0,0.0,0.06535667227591073,0.05738233107938347,23.386993918514378,97.55
310000,emptyTown02,1.0,0.0,0.0607970985786492,0.07878733794903987,23.39878910918369,97.21
390000,emptyTown02,1.0,0.0,0.051560433198054555,0.05861898691507167,23.142678656713272,97.8
260000,emptyTown02,1.0,0.0,0.07638084890778374,0.09780838711279996,23.582261484605826,96.52
960000,emptyTown02,1.0,0.0,0.05959897746445882,0.06994894003203726,25.090203624259907,97.41
210000,emptyTown02,1.0,0.0,0.06026766075018739,0.06286923537852819,23.20068016171519,97.54
330000,emptyTown02,1.0,0.0,0.05536426783512864,0.06618986335122512,23.87525108957852,97.57
90000,emptyTown02,1.0,0.0,0.20321905612115088,0.24931984760222897,18.734077244696927,90.95
820000,emptyTown02,1.0,0.0,0.05414474752961699,0.05177047060201101,24.2701532330666,97.88
930000,emptyTown02,1.0,0.0,0.0638381208628683,0.06753443273906021,24.767944726234088,97.37
360000,emptyTown02,1.0,0.0,0.07129660993753957,0.07573769988246895,23.267644707632307,97.06
490000,emptyTown02,1.0,0.0,0.06742404912704655,0.051909034809132185,22.975980978250753,97.61
610000,emptyTown02,1.0,0.0,0.055885067038471195,0.06044640282814149,23.139276967261253,97.67
220000,emptyTown02,1.0,0.0,0.0755642095005236,0.06693695780065319,23.244318297019127,97.15
200000,emptyTown02,1.0,0.0,0.05979593287162066,0.07219955886176266,23.626978085267087,97.36
570000,emptyTown02,1.0,0.0,0.05412378869027381,0.05150774207287604,22.381205401659336,97.89
740000,emptyTown02,1.0,0.0,0.06068901136068604,0.058719074248648716,23.789383458926572,97.61
380000,emptyTown02,1.0,0.0,0.052698912439978374,0.0628886881863408,23.378936237526155,97.69
110000,emptyTown02,1.0,0.0,0.17630089356569573,0.14158302010356527,20.150447306992895,93.64
530000,emptyTown02,1.0,0.0,0.057353793496313976,0.06104626913634157,22.626966610033055,97.63
710000,emptyTown02,1.0,0.0,0.06557794276405447,0.05334260547566285,23.227763876464977,97.62
150000,emptyTown02,1.0,0.0,0.11105682595227548,0.08897174294307302,23.750479499095682,96.0
580000,emptyTown02,1.0,0.0,0.061028073688474994,0.08058633462154871,23.052505752547496,97.17
670000,emptyTown02,1.0,0.0,0.056783485886214236,0.05930941944627095,23.548143865897764,97.68
770000,emptyTown02,1.0,0.0,0.052509619329176103,0.045672335070543635,23.685420272935154,98.04
1000000,emptyTown02,1.0,0.0,0.06579410364435487,0.0802232941085951,24.701921353695763,97.08
760000,emptyTown02,1.0,0.0,0.06280228985370637,0.05593371613026663,23.724863375592452,97.63
650000,emptyTown02,1.0,0.0,0.06686502432115711,0.057027512616647,23.13137571009334,97.52
660000,emptyTown02,1.0,0.0,0.062384125636904667,0.05575785293121135,23.08641461649871,97.64
780000,emptyTown02,1.0,0.0,0.060941212246151386,0.05431846524128371,23.90441496909788,97.69
460000,emptyTown02,1.0,0.0,0.0556476971945119,0.04892548446627629,22.780272597451614,97.91
870000,emptyTown02,1.0,0.0,0.052423992254580054,0.061891788103478215,24.41832900875317,97.71
30000,denseTown02,0.0,0.13744144363083768,0.485558589290234,0.4765089271127576,13.902719705261799,0.0
450000,denseTown02,0.0,12.214029111994694,0.07912150888726703,0.0831562160110349,18.929726439274997,0.0
940000,denseTown02,0.9,0.6217522040181446,0.05959600140157582,0.05669373588505847,10.51417067408201,37.67
470000,denseTown02,0.0,9.102680711215926,0.061915020999271445,0.07915271403873167,10.474120333586,0.0
730000,denseTown02,1.0,0.0,0.04473347850473349,0.045657107156563244,13.118046999710327,98.19
830000,denseTown02,1.0,0.0,0.04973505004332166,0.05693459240214259,10.080634035234883,97.87
420000,denseTown02,0.0,1.2512774455314501,0.08036731170937325,0.06569074400726126,11.10689237506331,0.0
990000,denseTown02,0.1,0.7992804271320273,0.05185792608446298,0.04723866380059374,9.764532144729747,0.0
180000,denseTown02,0.0,5.645208180796385,0.07080730071443117,0.09309352754694358,20.005885735446032,0.0
890000,denseTown02,0.9,0.26894749924762623,0.07296801757592086,0.06591358883000031,17.640454012250608,37.22
970000,denseTown02,0.9,0.00114219276082988,0.06833049071719519,0.08254208257326057,22.642264225543663,36.98
350000,denseTown02,0.9,0.811827270461154,0.0758246885343167,0.08098474612396378,16.73933290161858,36.86
510000,denseTown02,0.9,0.00660030544078459,0.06859715216923983,0.06617046504964175,8.224972507691584,37.3
80000,denseTown02,0.0,15.406783894013387,0.3614461370450986,0.3086548601573524,15.172010909346431,0.0
980000,denseTown02,0.1,3.6985761949747755,0.07695703598256742,0.07375192747195884,17.249235068039127,0.0
680000,denseTown02,0.1,0.8196898531933232,0.05222224338525091,0.048378954209730804,10.762044729167823,0.0
700000,denseTown02,1.0,0.0,0.06294693140931516,0.053195383003021034,19.3276637280331,97.68
70000,denseTown02,0.0,16.625167256271553,0.2902581918387924,0.1994755554146141,11.437377875295269,0.0
520000,denseTown02,0.1,4.552916673092435,0.03899319113078298,0.05153808459508099,8.302101948179741,0.0
10000,denseTown02,0.0,4.534248990194705,0.35056444866993874,0.541669992270464,5.675720786340726,0.0
20000,denseTown02,0.0,0.0,0.45084495856848983,0.14224769134766774,0.47198956810424975,0.0
720000,denseTown02,0.0,1.7668338857008543,0.05671432826312137,0.05140534323069469,18.949635610306466,0.0
600000,denseTown02,0.9,0.0223108553779039,0.06743808291693631,0.06750709906364774,21.55798758913244,37.3
920000,denseTown02,0.0,4.68505647148678,0.07486977599374385,0.06169548766810874,12.841780172358181,0.0
900000,denseTown02,1.0,0.0,0.06265210638223398,0.055614463553723584,8.054684637156601,97.63
590000,denseTown02,0.9,0.39106879686707197,0.05453871313429074,0.06929896296716664,16.210125352860707,37.52
40000,denseTown02,0.0,0.0,2.3678128422660025,0.5004604083667372,1.006287215981368,0.0
